Año;Departamento;Municipio;Operadora;Campo;Contrato;enero;febrero;marzo;abril;mayo;junio;julio;agosto;septiembre;octubre;noviembre;diciembre;Total;
2017;CASANARE;SAN LUIS DE PALENQUE;PACIFIC STRATUS ENERGY COLOMBIA CORP;PETIRROJO;CUBIRO;0;0;0;0;244,2809677;0;0;0;0;0;0;0;244,2809677;
2017;CASANARE;TRINIDAD;PACIFIC STRATUS ENERGY COLOMBIA CORP;PETIRROJO;CUBIRO;255,6129032;254,75;235,1935484;223,0333333;0;241,6043333;222,3735484;206,0196774;213,66;221,0222581;212,6083333;192,8096774;2478,687613;
2018;CASANARE;TRINIDAD;FRONTERA ENERGY COLOMBIA CORP SUCURSAL COLOMBIA;PETIRROJO;CUBIRO;181,1509677;178,8075;172,9854839;162,4323333;105,6083871;120,5056667;118,0780645;114,6419355;115,1576667;118,3393548;120,3876667;115,1229032;1623,21793;
2020;CASANARE;TRINIDAD;Frontera Energy Colombia Corp Sucursal Colombia;PETIRROJO;CUBIRO;41,15;39,54;40,63;8,71;0;0;0;0;0;0;0;0;130,03;
2021;CASANARE;TRINIDAD;Frontera Energy Colombia Corp Sucursal Colombia;PETIRROJO;CUBIRO;0;0;0;0;0;0;0;0,81;0;0;0;0;0,81;
2022;CASANARE;TRINIDAD;Frontera Energy Colombia Corp Sucursal Colombia;PETIRROJO;CUBIRO;0;0;0;0;0;0;0;37,92;37,04;34,71;31,81;28,13;169,61;
2013;CASANARE;SAN LUIS DE PALENQUE;ECOPETROL S.A.;PETIRROJO SUR;CUBIRO;379,81;915,25;769,16;749,13;717,13;722;987,45;839,74;674,07;584,68;539,27;519,9;8397,59;
2014;CASANARE;SAN LUIS DE PALENQUE;ALANGE ENERGY CORP SUC COLOMBIA;PETIRROJO SUR;CUBIRO;501,3225806;453;427,7419355;388,6;369,7419355;347,9333333;346,7741935;329,4193548;237,5333333;207,3548387;201,17;173,74;3984,331505;
2015;CASANARE;SAN LUIS DE PALENQUE;ECOPETROL;PETIRROJO SUR;CUBIRO;223,3225806;220,0357143;210,1290323;210,6666667;195,2580645;186,6;175,3548387;176,7741935;186,8666667;186,9354839;174,4333333;161,6129032;2307,989478;
2016; CASANARE ; SAN LUIS DE PALENQUE ; ALANGE ENERGY CORP SUC COLOMBIA ; PETIRROJO SUR ; CUBIRO ;151,1612903;142,4137931;136,0645161;129,9666667;0;0;0;0;0;0;0;0;559,6062662;
2016; CASANARE ; SAN LUIS DE PALENQUE ; PACIFIC STRATUS ENERGY COLOMBIA CORP ; PETIRROJO SUR ; CUBIRO ;0;0;0;0;111,1935484;83,9;60,83870968;42,32258065;37,53333333;40;42,66666667;34,4516129;452,9064516;
2017;CASANARE;SAN LUIS DE PALENQUE;PACIFIC STRATUS ENERGY COLOMBIA CORP;PETIRROJO SUR;CUBIRO;31,35483871;44,96428571;36;29,76666667;25,98451613;23,944;24,88225806;27,58419355;33,81733333;34,23129032;34,294;31,80870968;378,6320922;
2018;CASANARE;SAN LUIS DE PALENQUE;FRONTERA ENERGY COLOMBIA CORP SUCURSAL COLOMBIA;PETIRROJO SUR;CUBIRO;26,63032258;24,9275;27,39806452;27,765;28,59225806;28,461;29,31387097;30,38451613;30,757;29,98967742;30,045;27,16677419;341,4309839;
2020;CASANARE;SAN LUIS DE PALENQUE;Frontera Energy Colombia Corp Sucursal Colombia;PETIRROJO SUR;CUBIRO;71,52;65,87;61,43;14,7;0;0;0;0;0;0;0;0;213,52;
2021;CASANARE;SAN LUIS DE PALENQUE;Frontera Energy Colombia Corp Sucursal Colombia;PETIRROJO SUR;CUBIRO;0;0;0;0;0;0;0;0,2;0;0;0;0;0,2;
2022;CASANARE;SAN LUIS DE PALENQUE;Frontera Energy Colombia Corp Sucursal Colombia;PETIRROJO SUR;CUBIRO;0;0;0;0;0;0;0;21,85;64,93;63,51;68,37;67,69;286,35;
2023;CASANARE;SAN LUIS DE PALENQUE;FRONTERA ENERGY COLOMBIA CORP SUCURSAL COLOMBIA;PETIRROJO UNIFICADO;CUBIRO;62,45;60,65;52,87;51,92;52,97;53,62;47,14;46,28;39,77;38,86;41,37;42,76;590,66;
2023;CASANARE;TRINIDAD;FRONTERA ENERGY COLOMBIA CORP SUCURSAL COLOMBIA;PETIRROJO UNIFICADO;CUBIRO;22,4;21,18;0;0;0;0;0;0;0;0;0;0;43,58;
2013;NORTE DE SANTANDER;TIBU;ECOPETROL S.A.;PETROLEA;TIBU;51,41935484;114,7857143;75,32258065;80,6;61,90322581;36,53333333;0;47,61290323;55,73333333;56,38709677;39,76666667;11,90322581;631,9674347;
2021;NORTE DE SANTANDER;TIBU;ECOPETROL S.A.;PETROLEA;TIBU;2,02;0;2,24;0;0;0;0;0;0;0;0;0;4,26;
2023;NORTE DE SANTANDER;TIBU;ECOPETROL S.A.;PETROLEA;TIBU;0;0;0;7,76;0;0;0;0;0;0;0;0;7,76;
2017;CESAR;SAN MARTIN;CONOCOPHILLIPS COLOMBIA VENTURES LIMITED;PICOPLATA;VMM3 ADICIONAL;0;7,714285714;7,322580645;0;28,5483871;0;21,84903226;0;0;0;0;0;65,43428571;
2019;CASANARE;YOPAL;EQUION ENERGIA LIMITED;PIEDEMONTE;FLOREÑA;5257,67;5247,61;5004,88;4938,23;4821,72;4553,8;4296,53;4450,88;4261,83;4059,71;4203,94;3958,72;55055,52;
2019;CASANARE;YOPAL;EQUION ENERGIA LIMITED;PIEDEMONTE;FLOREÑA MIRADOR;2966,21;3357,8;3392,11;3447,25;3646,08;3751,7;3943,12;3642,93;3422,5;3177,61;3278,66;3090,48;41116,45;
2019;CASANARE;YOPAL;EQUION ENERGIA LIMITED;PIEDEMONTE;PAUTO SUR;28477,09;27582,66;26929,71;27268,16;26941,84;26573,97;26214,52;26303,43;25758,81;25278,32;25015,2;24580,6;316924,31;
2014;HUILA;NEIVA;ECOPETROL ALTO MAGDALENA;PIJAO;PIJAO-POTRERILLO;204,1290323;207,5;162,8387097;193,2;193,9032258;280,4;233,2580645;219,516129;229,0666667;262,1612903;266,77;254,03;2706,773118;
2016; HUILA ; NEIVA ; ECOPETROL ; PIJAO ; PIJAO POTRERILLO ;240,5806452;153;156,483871;150,4666667;160,2258065;151,4;119,6451613;144,7741935;164,3;173,7741935;144,8666667;157,9032258;1917,42043;
2013;HUILA;NEIVA;ECOPETROL S.A.;PIJAO POTRERILLO;PIJAO POTRERILLO;319,9032258;336,75;291,5483871;405,0333333;237,516129;287,9666667;338,8064516;285,0967742;300,6666667;220,483871;263,2666667;241,2258065;3528,263978;
2015;HUILA;NEIVA;ECOPETROL;PIJAO POTRERILLO;PIJAO-POTRERILLO;274,3870968;285,8571429;262,3225806;208,6;278;301,2666667;288,5483871;276,4516129;255,6666667;280,2258065;269;285,7419355;3266,067896;
2017;HUILA;NEIVA;ECOPETROL S.A.;PIJAO POTRERILLO;PIJAO POTRERILLO;152,8064516;176,25;166,0967742;131,8;127,7096774;139,8423333;180,7880645;192,5916129;174,368;165,6787097;143,707;153,3977419;1905,036366;
2018;HUILA;NEIVA;ECOPETROL S.A.;PIJAO POTRERILLO;PIJAO-POTRERILLO;132,8606452;157,1310714;167,4348387;155,8446667;100,8445161;93,74033333;72,80580645;128,7848387;126,3143333;136,4496774;153,4533333;114,8490323;1540,513093;
2020;HUILA;NEIVA;ECOPETROL S.A.;PIJAO POTRERILLO;PIJAO-POTRERILLO;100,84;90,88;77,62;11,69;0;0;54,33;40,87;53,62;49,52;87,86;96,46;663,69;
2021;HUILA;NEIVA;ECOPETROL S.A.;PIJAO POTRERILLO;PIJAO-POTRERILLO;107,12;51,67;50,75;99,08;96,61;64,08;47,21;88,62;88,46;89,06;90,72;97,59;970,97;
2022;HUILA;NEIVA;ECOPETROL S.A.;PIJAO POTRERILLO;PIJAO-POTRERILLO;100,48;87,07;103,12;105,28;83,8;91,42;98,42;108,68;101,1;0;0;0;879,37;
2019;HUILA;AIPE;ECOPETROL S.A.;PIJAO-POTRERILLO;ARRAYAN;1203,59;1178,21;1091,81;1137,93;1241,13;1250,01;1264,43;1272,02;1253,8;1327,75;1292,25;1334,22;14847,15;
2019;HUILA;AIPE;ECOPETROL S.A.;PIJAO-POTRERILLO;BRISAS;236,26;183,87;239,6;224,49;226,83;225,38;245,53;237,98;233,64;228,39;224,81;201,9;2708,68;
2019;HUILA;AIPE;ECOPETROL S.A.;PIJAO-POTRERILLO;DINA CRETACEOS;1316,64;1298,4;1263,52;1256,46;1200,96;1173,1;1344,92;1222,57;1241,61;1330,02;1285,29;1262,72;15196,21;
2019;HUILA;AIPE;ECOPETROL S.A.;PIJAO-POTRERILLO;DINA NORTE;324,55;472,87;474,91;428,54;367,37;391,63;404,53;457,89;513,35;481,72;484,19;434,96;5236,51;
2019;HUILA;AIPE;ECOPETROL S.A.;PIJAO-POTRERILLO;DINA TERCIARIOS;2898,85;3007,23;3177,48;3139,14;3182,42;2960,3;3002,53;3035,79;2906,06;2846,25;2872,93;2760,78;35789,76;
2019;HUILA;AIPE;ECOPETROL S.A.;PIJAO-POTRERILLO;LOMA LARGA;0;0;0;198,14;0;309,56;0;0;0;0;0;0;507,7;
2019;HUILA;AIPE;ECOPETROL S.A.;PIJAO-POTRERILLO;TEMPRANILLO;275,69;299,12;76,51;130,81;140,09;147,17;147,94;142,49;115,17;41,58;132,16;150,24;1798,97;
2019;HUILA;AIPE;ECOPETROL S.A.;PIJAO-POTRERILLO;TEMPRANILLO NORTE;133,27;151,34;164,63;140,41;150,98;162,83;173,04;160,96;158,36;154,09;37,47;78,97;1666,35;
2019;HUILA;AIPE;ECOPETROL S.A.;PIJAO-POTRERILLO;TENAY;178,86;175,15;167,29;171,51;166,97;173,19;170,08;162,02;165,09;165,77;167,92;165,88;2029,73;
2019;HUILA;NEIVA;ECOPETROL S.A.;PIJAO-POTRERILLO;CEBU;149,18;144,1;124,32;130,84;113,62;100,99;189,69;203,19;205,46;200,76;184,33;192,07;1938,55;
2019;HUILA;NEIVA;ECOPETROL S.A.;PIJAO-POTRERILLO;PALOGRANDE;1085,01;1029,89;989,91;922,58;1034,45;1025,39;1066,43;1036,28;1039,95;1032,91;1031,18;987,18;12281,16;
2019;HUILA;NEIVA;ECOPETROL S.A.;PIJAO-POTRERILLO;PALOGRANDE HONDA;374,02;364,49;383,84;377,73;311,99;371,72;504,62;525,73;512,69;545,92;546,27;541,19;5360,21;
2019;HUILA;NEIVA;ECOPETROL S.A.;PIJAO-POTRERILLO;PIJAO POTRERILLO;93,14;107,05;125,99;120;125,04;122,25;128,86;128,05;126,21;137,94;124,11;85,26;1423,9;
2019;HUILA;VILLAVIEJA;ECOPETROL S.A.;PIJAO-POTRERILLO;LOMA LARGA;338,36;374,59;376,33;0;311,92;0;363,02;372,04;358,98;54,44;186,17;308,8;3044,65;
2013;CESAR;RIO DE ORO;EMERALD ENERGY PLC SUCURSAL COLOMBIA;PIMIENTO;FORTUNA;143,2903226;124,1428571;78,38709677;129;96,16129032;72,16666667;41,93548387;0;0;7,677419355;41,03333333;25,25806452;759,0525346;
2014;CESAR;RIO DE ORO;EMERALD ENERGY  DE COLOMBIA PLC;PIMIENTO;FORTUNA;8,451612903;8,285714286;29,29032258;23,26666667;10,90322581;6,866666667;5;3,096774194;9,4;12,48387097;4,47;0;121,5148541;
2016; CESAR ; RIO DE ORO ; EMERALD ENERGY  DE COLOMBIA PLC ; PIMIENTO ; FORTUNA ;0;0;0;0;0;0;0;0;0;0;2,666666667;0;2,666666667;
2018;CESAR;RIO DE ORO;EMERALD ENERGY PLC SUCURSAL COLOMBIA;PIMIENTO;FORTUNA;0;0;0;15,746;13,97419355;2,124333333;21,89645161;32,75;14,06866667;7,936451613;4,549666667;2,492580645;115,5383441;
2020;CESAR;RIO DE ORO;PAREX RESOURCES COLOMBIA LTD. SUCURSAL;PIMIENTO;FORTUNA;1,25;4,39;0;0;0;0;0;0;0;0;0;0;5,64;
2021;CESAR;RIO DE ORO;PAREX RESOURCES COLOMBIA LTD. SUCURSAL;PIMIENTO;FORTUNA;0;0;0;0;0;7,68;0;0;0;0;0;0;7,68;
2013;META;PUERTO GAITAN;HOCOL S.A.;PINTADO;GUARROJO;8,580645161;28,60714286;78,64516129;74,86666667;74,64516129;40,9;0;0;92,36666667;114,9032258;305,6333333;1579,580645;2398,728648;
2014;META;PUERTO GAITAN;HOCOL S.A.;PINTADO;GUARROJO;1301,548387;1154,785714;1185,903226;1122,266667;1011,774194;956,3;783,8387097;745,8709677;726,8666667;508,2258065;566,13;654,48;10717,99034;
2015;META;PUERTO GAITAN;HOCOL S.A.;PINTADO;GUARROJO;992,9677419;1005,142857;917,6129032;926,7;949,4193548;955,9666667;1135,483871;1365,032258;1446,566667;1434,677419;1473,133333;1429,548387;14032,25146;
2016; META ; PUERTO GAITAN ; HOCOL S.A. ; PINTADO ; GUARROJO ;1106,258065;1287,793103;167,2258065;1014,4;1201,387097;1199,633333;1148,483871;1165,774194;1145,8;1124;1701,066667;2118,709677;14380,53181;
2017;META;PUERTO GAITAN;HOCOL S.A.;PINTADO;GUARROJO;2091,806452;2118,25;2490,096774;2521,5;2284,427419;2098,749;2005,139032;1976,321935;1970,017333;1901,067419;1383,973333;1876,624839;24717,97354;
2018;META;PUERTO GAITAN;HOCOL S.A.;PINTADO;GUARROJO;1755,400323;1682,361786;1725,475806;1679,550333;1600,110645;1512,975667;1527,192581;1444,119032;1485,841667;1461,502258;1417,058;1473,597419;18765,18552;
2020;META;PUERTO GAITAN;HOCOL S.A.;PINTADO;GUARROJO;1569,73;1487,28;1420,79;1490,68;1384,53;1396,79;1366;1295,7;1304,66;1317,92;1297,74;1627,2;16959,02;
2021;META;PUERTO GAITAN;HOCOL S.A.;PINTADO;GUARROJO;1321,37;1314,45;1238,38;1277,26;1234,12;1178,06;1153,25;1215,26;1040,64;1063,72;1133,25;1030,3;14200,06;
2022;META;PUERTO GAITAN;HOCOL S.A.;PINTADO;GUARROJO;1064,36;1038,61;1022,5;942,85;969,92;1001,14;934,96;975,95;1129,71;1122,12;1152,02;1127,03;12481,17;
2023;META;PUERTO GAITAN;HOCOL S.A.;PINTADO;GUARROJO;1114,64;1277,61;1346,89;1196,08;1262,58;1087,25;1172,75;1185,13;1208,19;1172,35;1103,6;1059,94;14187,01;
2013;CASANARE;OROCUE;PERENCO COLOMBIA LIMITED;PIRITO;GARCERO;59,61290323;46,60714286;44,70967742;47,2;47,12903226;49,3;43,96774194;45,80645161;63,56666667;65,03225806;72,56666667;62,38709677;647,8856375;
2014;CASANARE;OROCUE;PERENCO COLOMBIA LIMITED;PIRITO;GARCERO;64,77419355;58;52,58064516;59,13333333;50,32258065;48,33333333;18,29032258;57,25806452;49,93333333;49,90322581;50,13;47,9;606,5590323;
2015;CASANARE;OROCUE;PERENCO COLOMBIA LIMITED;PIRITO;GARCERO;51,09677419;54,71428571;61,41935484;73,93333333;77,03225806;72,46666667;75,87096774;91,12903226;75,96666667;70,67741935;76,3;46,25806452;826,8648233;
2016; CASANARE ; OROCUE ; PERENCO COLOMBIA LIMITED ; PIRITO ; GARCERO ;72,96774194;72,31034483;75,58064516;42,23333333;69,32258065;70,53333333;69,67741935;68,90322581;66,13333333;63,51612903;64,16666667;67,77419355;803,118947;
2017;CASANARE;OROCUE;PERENCO COLOMBIA LIMITED;PIRITO;GARCERO;63,41935484;58,75;47,29032258;48,06666667;32,29032258;52,2;47,56064516;49,92096774;56,244;46,97483871;45,04166667;46,55129032;594,3100753;
2018;CASANARE;OROCUE;PERENCO COLOMBIA LIMITED;PIRITO;GARCERO;48,02129032;42,45642857;59,80096774;54,59066667;46,37580645;62,62466667;75,74129032;75,49096774;60,36733333;63,99322581;63,74733333;59,36580645;712,5757834;
2020;CASANARE;OROCUE;PERENCO COLOMBIA LIMITED;PIRITO;GARCERO;63,77;62,28;39,59;60,76;51,96;23,32;22,34;24,77;16,43;0;0;0;365,22;
2021;CASANARE;OROCUE;PERENCO COLOMBIA LIMITED;PIRITO;GARCERO;0;0;39,04;65,11;63,48;57,61;64,5;66,4;67,9;59,63;54,71;57,89;596,27;
2022;CASANARE;OROCUE;PERENCO COLOMBIA LIMITED;PIRITO;GARCERO;63,16;36,72;38,37;45,71;64,79;62,19;48,86;53,15;54,47;53,98;58,56;61,34;641,3;
2023;CASANARE;OROCUE;PERENCO COLOMBIA LIMITED;PIRITO;GARCERO;48,6;54,25;55,33;50,92;61,97;56,27;50,42;55,68;54,12;40,51;40,96;40,29;609,32;
2013;CASANARE;MANI;PETROMINERALES COLOMBIA LTD.;PISINGO;CASIMENA;163,8709677;149,3214286;139,6129032;121,0666667;7,032258065;0;0;0;0;2,548387097;0;50,16129032;633,6139017;
2014;CASANARE;MANI;PETROMINERALES COLOMBIA LTD;PISINGO;CASIMENA;1678,870968;2628,642857;2415,870968;2408,933333;2376,677419;2075,333333;2041,354839;2204,677419;2482,133333;2272,548387;2019,63;1976,29;26580,96286;
2015;CASANARE;MANI;PETROMINERALES COLOMBIA LTD;PISINGO;CASIMENA;1971,709677;2422,142857;2217,032258;2493,533333;2103;2043,533333;1953,225806;1659,225806;1863,666667;1821,903226;1804,5;1795,774194;24149,24716;
2016; CASANARE ; MANI ; PETROMINERALES COLOMBIA LTD ; PISINGO ; CASIMENA ;1853,419355;1873,482759;1794,870968;1691,566667;1671,870968;1500,566667;1372,806452;1545,354839;1449,566667;1289,774194;1374,1;1327,16129;18744,54082;
2017;CASANARE;MANI;FRONTERA ENERGY;PISINGO;CASIMENA;1297,967742;820,6785714;545;1056,433333;1046,193548;1061,556;1050,664194;1036,05129;1004,427667;994,1009677;993,4746667;980,4725806;11887,02056;
2018;CASANARE;MANI;FRONTERA ENERGY COLOMBIA CORP SUCURSAL COLOMBIA;PISINGO;CASIMENA;952,7667742;913,3021429;900,5554839;877,6163333;860,9941935;835,1673333;404,1974194;654,7474194;612,406;822;1039,031333;816,603871;9689,388304;
2020;CASANARE;MANI;Frontera Energy Colombia Corp Sucursal Colombia;PISINGO;CASIMENA;533,26;530,57;529,21;451,68;0;0;480,07;545,67;555,33;545,3;536,1;532,36;5239,55;
2021;CASANARE;MANI;Frontera Energy Colombia Corp Sucursal Colombia;PISINGO;CASIMENA;545,69;521,14;542,25;542,61;490,28;532,9;514,4;522,6;517,82;506,91;493,71;492,77;6223,08;
2022;CASANARE;MANI;Frontera Energy Colombia Corp Sucursal Colombia;PISINGO;CASIMENA;426,95;417,79;441,82;436,85;420,42;385,54;371,69;415,41;408,53;408,03;404,19;401,56;4938,78;
2023;CASANARE;MANI;FRONTERA ENERGY COLOMBIA CORP SUCURSAL COLOMBIA;PISINGO;CASIMENA;394,98;399,19;392,31;370,66;376,29;367,22;365,21;350,97;337,72;326,66;318,97;306,48;4306,66;
2013;PUTUMAYO;PUERTO ASIS;AMERISUR EXPLORACION COLOMBIA;PLATANILLO;PLATANILLO;2603,774194;4103,071429;4015,258065;4202,133333;4208,193548;3198;6394,032258;4477,419355;3871,9;6589,419355;6601,466667;6405,741935;56670,41014;
2014;PUTUMAYO;PUERTO ASIS;Amerisur ExploraciOn Colombia;PLATANILLO;PLATANILLO;7202,774194;6750,107143;6855,129032;6777,033333;5389,387097;6414,466667;7133,419355;6314,258065;5878,1;5790,16129;4710,53;5700,52;74915,88618;
2015;PUTUMAYO;PUERTO ASIS;Amerisur ExploraciOn Colombia;PLATANILLO;PLATANILLO;5591,83871;4287,357143;4061,258065;4464,666667;4728,419355;4194;4071,677419;4349,387097;4647,133333;4225,774194;4344,633333;4289,612903;53255,75822;
2016; PUTUMAYO ; PUERTO ASIS ; AMERISUR EXPLORACION COLOMBIA ; PLATANILLO ; PLATANILLO ;3754,967742;2531,551724;135,3225806;2468,033333;3543,645161;3430,233333;3343,064516;815,4516129;4279,966667;4308,806452;4219,933333;4071,19;36902,16646;
2017;PUTUMAYO;PUERTO ASIS;AMERISUR EXPLORACION COLOMBIA LTD;PLATANILLO;PLATANILLO;4026,193548;4261,928571;4344,548387;4844,8;4791,741935;4575,566667;2355,548387;5833,638387;4022,055;6172,306452;5768,269;6029,203226;57025,79956;
2018;PUTUMAYO;PUERTO ASIS;AMERISUR EXPLORACION COLOMBIA LTD;PLATANILLO;PLATANILLO;5881,719677;5787,105357;5525,865484;4836,051;3995,689032;4181,166;3909,07871;4024,163226;4011,301667;3876,91871;3718,443;3272,02871;53019,53057;
2019;PUTUMAYO;PUERTO ASIS;AMERISUR EXPLORACION COLOMBIA LTD;PLATANILLO;PLATANILLO;2987,43;2946,6;3144,84;4019,7;4131,73;4362,86;4057,49;3826,49;4503,47;4168,31;3922,68;3577,21;45648,81;
2020;PUTUMAYO;PUERTO ASIS;AMERISUR EXPLORACION COLOMBIA LTD;PLATANILLO;PLATANILLO;3521,6;3494,76;3369,29;2083,64;2595,67;2755,69;2613,63;774,89;2233,33;2300,2;2609,24;2592,41;30944,35;
2021;PUTUMAYO;PUERTO ASIS;AMERISUR EXPLORACION COLOMBIA LTD;PLATANILLO;PLATANILLO;2520,83;2366,95;1437,84;2197,52;741,04;402,4;1980,51;2347,26;2226,61;1027,84;1952,12;2034,05;21234,97;
2022;PUTUMAYO;PUERTO ASIS;AMERISUR EXPLORACION COLOMBIA LTD;PLATANILLO;PLATANILLO;2015,96;2364,08;2609,22;2608,59;1632,8;2346,18;865,11;1581,98;2089,93;2317,26;2322,9;2236,19;24990,2;
2023;PUTUMAYO;PUERTO ASIS;AMERISUR EXPLORACION COLOMBIA LTD;PLATANILLO;PLATANILLO;2154,2;2218,84;2452,29;2451,22;2512,48;2400,95;2275,05;1958,11;1841,88;1692,07;1611,1;1670,53;25238,72;
2019;SANTANDER;SABANA DE TORRES;ECOPETROL S.A.;PLAYON;AULLADOR;265,72;290,55;367,94;379,4;412,96;396,47;394,11;383,26;374,74;381,15;369,7;372,05;4388,05;
2014;CASANARE;OROCUE;CANACOL ENERGY COLOMBIA SAS;POINTER;LLA 23;0;0;0;0;0;0;0;1,58;0;0;0;0;1,58;
2018;ATLANTICO;SABANALARGA;LEWIS ENERGY COLOMBIA INC;POLLERA;SSJN-1;0,235483871;0;0;0;0;0;0;0;0;0;0;0;0,235483871;
2018;PUTUMAYO;VALLE DEL GUAMUEZ;GRAN TIERRA ENERGY COLOMBIA LTD;POMORROSO;PUT-7;0;0;0;0;0;0;0;0;0;0;0;264,6119;264,6119;
2021;PUTUMAYO;VALLE DEL GUAMUEZ;GRAN TIERRA ENERGY COLOMBIA, LLC;POMORROSO;PUT-7;0;0;0;0;0;0;0;0;5,46;16,2;1,52;0;23,18;
2013;META;VILLAVICENCIO;ECOPETROL S.A.;POMPEYA;APIAY;4,451612903;6,785714286;20,09677419;14,33333333;5,322580645;6,366666667;9,967741935;10,77419355;5,533333333;2,387096774;4;5,548387097;95,56743472;
2014;META;VILLAVICENCIO;ECOPETROL;POMPEYA;APIAY;0,967741935;0,357142857;4,032258065;6,4;6,483870968;6,133333333;1,774193548;4,903225806;7,866666667;6,967741935;4,4;9,61;59,89617512;
2015;META;VILLAVICENCIO;ECOPETROL;POMPEYA;APIAY;9,064516129;4,107142857;4,741935484;7,633333333;11,5483871;10,63333333;6,612903226;4,677419355;2,866666667;3,35483871;8,3;7,129032258;80,66950845;
2016; META ; VILLAVICENCIO ; ECOPETROL ; POMPEYA ; APIAY ;0,967741935;0;0;0;0;0;4,903225806;11,25806452;19,63333333;4,225806452;4,433333333;6,064516129;51,48602151;
2017;META;VILLAVICENCIO;ECOPETROL S.A.;POMPEYA;APIAY;7,419354839;7,857142857;10,38709677;16,69566667;14,64290323;6,547;6,127419355;7,243870968;7,236333333;7,649032258;7,977666667;8,608387097;108,391874;
2018;META;VILLAVICENCIO;ECOPETROL S.A.;POMPEYA;APIAY;5,278064516;3,8925;3,040322581;2,403;0,203548387;0;1,671935484;5,979677419;4,571333333;4,290967742;5,056333333;6,741870968;43,12955376;
2020;META;VILLAVICENCIO;ECOPETROL S.A.;POMPEYA;APIAY;22,36;21,73;22,14;35,07;43,09;39,35;52,99;66,13;50,63;27,32;43,13;12,48;436,42;
2021;META;VILLAVICENCIO;ECOPETROL S.A.;POMPEYA;APIAY;32,28;60,84;40,75;24,61;0;0;0;0;0;0;0;17,29;175,77;
2022;META;VILLAVICENCIO;ECOPETROL S.A.;POMPEYA;APIAY;4,93;8,34;5,28;4,88;7,81;6,47;1,89;1,94;1,25;0,25;0,47;0;43,51;
2023;META;VILLAVICENCIO;ECOPETROL S.A.;POMPEYA;APIAY;0;0;0;0;7,48;18,09;8,73;7,44;7,7;15,64;22,07;27,09;114,24;
2013;CASANARE;PORE;GEOPARK COLOMBIA PN S.A ;POTRILLO;YAMU;0;0;0;14,23333333;262,1290323;467,4;351,9677419;305,1935484;196,9333333;238,0322581;233,0333333;243,6129032;2312,535484;
2014;CASANARE;PORE;GEOPARK COLOMBIA PN S.A SUCURSAL COLOMBIA;POTRILLO;YAMU;226;223,1428571;193,6774194;179,5333333;162,2580645;137,9333333;134,0967742;146,7741935;161,8666667;146,6129032;140,33;148,35;2000,575545;
2015;CASANARE;PORE;GEOPARK COLOMBIA PN S.A SUCURSAL COLOMBIA (Winchester);POTRILLO;YAMU;148;150,8928571;142,0967742;0;0;0;0;0;0;3,838709677;0;0;444,828341;
2016; CASANARE ; PORE ; GEOPARK COLOMBIA PN S.A SUCURSAL ; POTRILLO ; YAMU ;0;0;0;0;0;0;0;7,193548387;0;0;0;0;7,193548387;
2017;CASANARE;PORE;GEOPARK COLOMBIA S.A.S.;POTRILLO;YAMU;0;0;26,83870968;47,93333333;51,22645161;57,79333333;61,88806452;67,55322581;50,984;68,66096774;71,68066667;76,21;580,7687527;
2018;CASANARE;PORE;GEOPARK COLOMBIA S.A.S.;POTRILLO;YAMU;86,86870968;86,925;86,71774194;85,65;80,95774194;76,98833333;77,29354839;74,39935484;73,11866667;67,73096774;71,662;74,26096774;942,5730323;
2020;CASANARE;PORE;PERENCO OIL AND GAS COLOMBIA LIMITED.;POTRILLO;YAMU;52,78;51,87;28,31;0;0;5,02;32,02;41,48;30,7;37,25;25,06;33,62;338,11;
2021;CASANARE;PORE;PERENCO OIL AND GAS COLOMBIA LIMITED.;POTRILLO;YAMU;42,25;41,88;41,13;38,58;40,57;41,45;34,62;42,8;41,31;39,6;0;0;404,19;
2013;CASANARE;TRINIDAD;LEWIS ENERGY COLOMBIA INC.;PRIMAVERA;GUACHIRIA;81,35483871;63,5;97,4516129;89,5;95,4516129;95,3;95,77419355;92,38709677;92,8;93,06451613;92,86666667;86,48387097;1075,934409;
2014;CASANARE;TRINIDAD;Lewis Energy Colombia;PRIMAVERA;GUACHIRIA;84,70967742;80,60714286;77,58064516;69,9;70,96774194;72,4;71,38709677;65,96774194;60,36666667;69,74193548;71,7;49,19;844,5186482;
2018;CASANARE;TRINIDAD;LEWIS ENERGY COLOMBIA INC;PRIMAVERA;GUACHIRIA;0;0;0;0;8,297096774;45,84166667;50,35774194;47,93258065;48,025;50,0416129;51,044;43,94322581;345,4829247;
2020;CASANARE;TRINIDAD;LEWIS ENERGY COLOMBIA INC;PRIMAVERA;GUACHIRIA;40,12;40,37;32,08;0;0;0;0;0;0;0;0;0;112,57;
2021;CASANARE;TRINIDAD;LEWIS ENERGY COLOMBIA INC;PRIMAVERA;GUACHIRIA;0;0;1,67;26,68;22,19;35,63;33,49;31,26;30,6;28,51;27,43;28,03;265,49;
2022;CASANARE;TRINIDAD;LEWIS ENERGY COLOMBIA INC;PRIMAVERA;GUACHIRIA;30,9;31,37;31,37;31,26;29,69;30,38;30,4;29,86;27,7;27,77;27,03;27,01;354,74;
