Año;Departamento;Municipio;Operadora;Campo;Contrato;enero;febrero;marzo;abril;mayo;junio;julio;agosto;septiembre;octubre;noviembre;diciembre;Total;
2019;META;VILLAVICENCIO;ECOPETROL S.A.;APIAY;APIAY;4094,43;4113,13;4118,57;3967,49;3517,48;3802,75;3929,62;3642,29;3633,93;3284,3;3148,09;3085,59;44337,67;
2019;META;VILLAVICENCIO;ECOPETROL S.A.;APIAY;APIAY ESTE;313,29;217,41;189,16;244,34;180,59;190,38;228,6;263,49;295,81;289,44;302,98;272,36;2987,85;
2019;META;VILLAVICENCIO;ECOPETROL S.A.;APIAY;AUSTRAL;674,88;628,66;408,5;527,76;523,4;511,16;262,4;312,36;306,88;282,59;397,31;254,77;5090,67;
2019;META;VILLAVICENCIO;ECOPETROL S.A.;APIAY;GAVAN;824,01;1218,67;1219,59;1247,06;1208,62;1229,83;1300,33;1207,42;1151,21;1263,56;1289,32;1361,99;14521,61;
2019;META;VILLAVICENCIO;ECOPETROL S.A.;APIAY;GUATIQUIA;2297,12;2311,56;2303,01;1837,34;2186,39;2059,18;2406,15;2189,76;1991,49;2264,23;2160;2100,12;26106,35;
2019;META;VILLAVICENCIO;ECOPETROL S.A.;APIAY;GUAYURIBA;12,48;2,9;21,71;34,17;34,28;11,31;0;0;0;0;0;0;116,85;
2019;META;VILLAVICENCIO;ECOPETROL S.A.;APIAY;LIBERTAD NORTE;188,15;193,51;163,98;139,56;145,58;139,51;174,03;193,01;222,51;194,86;187,87;188,58;2131,15;
2019;META;VILLAVICENCIO;ECOPETROL S.A.;APIAY;POMPEYA;1,9;8,29;39,51;15,19;4,54;22,14;7,31;12,39;4,22;3,43;3,43;2,49;124,84;
2019;META;VILLAVICENCIO;ECOPETROL S.A.;APIAY;SAURIO;77,68;218,38;211,01;120;115;163,34;152,16;121,28;114,3;74,37;57,98;66,58;1492,08;
2019;META;VILLAVICENCIO;ECOPETROL S.A.;APIAY;SURIA;1840,33;1995,24;1981,06;1909,5;1706,61;1849,26;2102,45;2541,59;3065,46;4255,12;4761,7;5173,81;33182,13;
2019;META;VILLAVICENCIO;ECOPETROL S.A.;APIAY;SURIA SUR;1714,94;1723,69;1738,77;1325,92;1564,43;1380,44;1518,5;1537,56;1611,85;1248,1;1130,39;811,55;17306,14;
2019;META;VILLAVICENCIO;ECOPETROL S.A.;APIAY;TANANE;199,99;218,21;288,18;308,09;277,8;188,63;316,85;218,28;398,88;387,55;410;441,66;3654,12;
2020;META;VILLAVICENCIO;ECOPETROL S.A.;APIAY;APIAY;2989,08;2985,54;3443,18;2815,49;2682,95;2642,88;2547,1;2954,91;2754,69;2529,59;2502,66;2233,1;33081,17;
2021;META;VILLAVICENCIO;ECOPETROL S.A.;APIAY;APIAY;2220,6;2188,55;2023,32;2261,83;2071,99;2317,16;2076,48;2438,08;2475,46;2281,49;2219,78;2065,43;26640,17;
2022;META;VILLAVICENCIO;ECOPETROL S.A.;APIAY;APIAY;1730,02;1986,71;2238,97;2580,24;2440,65;2103,92;2044,05;2061,05;2216,36;2232,23;2029,28;1952,65;25616,13;
